Site_ID,New_ID,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Ecoregion_Name,Habitat_Type,Starting_Year,Ending_Year,Start_Date,End_Date,N_samples,Depth,Distance_to_shore,Exposure,Turbidity,Grav_tot,Initial_Cover,Initial_Algae,Cyclone_Freq,r_coeff,A_coeff,C_coeff,F_coeff,D_coeff,Analysis_Type,Mean_DHW_DR,Max_DHW_DR,SD_DHW_DR,Heatwaves_4_Number_DR,Heatwaves_8_Number_DR,Cyclone_Number_DR,Mean_Windspeed_DR,Number_of_Disturbances_DR,Velocity,Velocity_distance,Historical_Max_SST,Hist_Max_SST_distance,Skewness,Skewness_distance,Kurtosis,Kurtosis_distance,Max_Windspeed_DR,Low_DHW_Freq,High_DHW_Freq,Low_DHW_Freq_Prior,High_DHW_Freq_Prior,DHW_Freq_Prior,High_DHW_Number_DR,Low_DHW_Number_DR,Population,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Reef_Density_1km,Reef_Density_10km,Reef_Density_100km,Country_Name,Citation
713,7130001,-17.989144,321.322278,Atlantic,Brazil,Reef Slope,2007,2008,2/27/2007,2/27/2008,2,NA,58863.03,Exposed,0.08,23,11.11,0,0,0.348549536,NA,NA,NA,NA,Exp_Equation,0.066767123,0.29,0.121779223,0,0,0,0,0,0.013,0,28.113,0,0.037,0,-1.088,0,0,NA,NA,NA,NA,0.04557373,NA,NA,7.875555038,NA,NA,0.03,0.01,0.084,Brazil,Teixeria et al. 2021
713,7130002,-17.989144,321.322278,Atlantic,Brazil,Reef Slope,2013,2014,2/27/2013,2/27/2014,2,NA,58863.03,Exposed,0.08,23,14.27,0,0,0.152746382,NA,NA,NA,NA,Exp_Equation,0,0,0,0,0,0,0,0,0.013,0,28.113,0,0.037,0,-1.088,0,0,NA,NA,NA,NA,0.035780806,NA,NA,7.875555038,NA,NA,0.03,0.01,0.084,Brazil,Teixeria et al. 2021
713,7130003,-17.989144,321.322278,Atlantic,Brazil,Reef Slope,2015,2018,2/27/2015,2/27/2018,4,NA,58863.03,Exposed,0.08,23,15.22,0,0,0.097602774,NA,NA,NA,NA,Exp_NLS,0.429087591,4.68,1.13034867,1,0,0,0,1,0.013,0,28.113,0,0.037,0,-1.088,0,0,NA,NA,NA,NA,0.033391273,NA,NA,7.875555038,NA,NA,0.03,0.01,0.084,Brazil,Teixeria et al. 2021
714,7140001,-17.916569,320.846136,Atlantic,Brazil,Outer Reef Flat,2006,2016,2/27/2006,2/27/2016,9,NA,13564.77,Sheltered,0.18,35,3.46,3.87,0,0.107660268,NA,NA,NA,NA,Exp_NLS,0.353691128,4.31,0.882723004,2,0,0,0,2,0.011,0,28.4,0.083431,0.066,0,-1.12,0,0,NA,NA,NA,NA,0.095499738,NA,NA,58302.69531,NA,NA,4.9,13.77,0.488,Brazil,Teixeria et al. 2021
715,7150001,-17.779897,320.952889,Atlantic,Brazil,Reef Slope,2008,2009,2/27/2008,2/27/2009,2,NA,13676.72,Sheltered,0.17,39,3.5,75.48,0,0.788111191,NA,NA,NA,NA,Exp_Equation,0.498442623,2.17,0.870120779,0,0,0,0,0,0.011,0,28.113,0.047111,0.066,0,-1.12,0,0,NA,NA,NA,NA,0.043587294,NA,NA,58302.69531,NA,NA,18.13,1.5,0.488,Brazil,Teixeria et al. 2021
715,7150002,-17.779897,320.952889,Atlantic,Brazil,Reef Slope,2013,2018,2/27/2013,2/27/2018,6,NA,13676.72,Sheltered,0.17,39,3.82,28.39,0,0.46506549,11.686,1.018170174,0.732849394,3.82,Gompertz_NLS,0.479189485,7,1.34881273,1,0,0,0,1,0.011,0,28.113,0.047111,0.066,0,-1.12,0,0,NA,NA,NA,NA,0.035780806,NA,NA,58302.69531,NA,NA,18.13,1.5,0.488,Brazil,Teixeria et al. 2021
716,7160001,-17.468797,320.983311,Atlantic,Brazil,Reef Slope,2008,2016,2/27/2008,2/27/2016,8,NA,18700.64,Exposed,0.09,50,3.19,7.72,0,0.104755176,11.88619559,0.209962608,5.790391389,3.19,Gompertz_NLS,0.163781656,2.08,0.464379194,0,0,0,0,0,0.011,0,28.113,0.016689,0.066,0,-1.12,0,0,NA,NA,NA,NA,0.087174588,NA,NA,58302.69531,NA,NA,0.85,0.01,0.488,Brazil,Teixeria et al. 2021
727,7270001,3.843,72.736383,Indian,Maldive Islands,Sheltered Reef Slope,2017,2019,5/1/2017,5/1/2019,2,5,3491.07,Sheltered,0.09,5,7.3,NA,0,0.261400907,NA,NA,NA,NA,Exp_Equation,0,0,0,0,0,0,0,0,0.014,0,31.353,0,0.099,0,-0.094,0,0,NA,NA,NA,NA,0.093390192,NA,NA,126861.5078,31.95,0.84,4.57,4.94,0.578,Maldives,Montefalcone et al. 2020
728,7280001,3.876467,72.704917,Indian,Maldive Islands,Deep Lagoon,2017,2019,5/1/2017,5/1/2019,2,5,2596.87,Exposed,0.07,5,53.3,NA,0,0.141070946,NA,NA,NA,NA,Exp_Equation,0,0,0,0,0,0,0,0,0.014,0,31.353,0,0.099,0,-0.094,0,0,NA,NA,NA,NA,0.093390192,NA,NA,126861.5078,32.18,0.84,14.39,4.94,0.578,Maldives,Montefalcone et al. 2020
729,7290001,3.888267,73.469767,Indian,Maldive Islands,Reef Slope,2016,2017,5/1/2016,5/1/2017,2,5,937.11,Exposed,0.05,103,17.7,NA,0,0.893574774,NA,NA,NA,NA,Exp_Equation,1.315479452,6.68,2.436218833,1,0,0,0,1,0.014,0,31.318,0,0.168,0,-0.086,0,0,NA,NA,NA,NA,0.096390845,NA,NA,1007.720093,32.12,0.86,25.44,4.03,0.793,Maldives,Montefalcone et al. 2020
731,7310001,3.900133,73.476167,Indian,Maldive Islands,Reef Slope,2016,2019,5/1/2016,5/1/2019,3,5,250.48,Exposed,0.05,103,7.7,NA,0,0.501554337,NA,NA,NA,NA,Exp_NLS,0.439689498,6.49,1.489099606,1,0,0,0,1,0.014,0,31.318,0,0.168,0,-0.086,0,0,NA,NA,NA,NA,0.096390845,NA,NA,1007.720093,32.12,0.86,5.12,3.75,0.793,Maldives,Montefalcone et al. 2020
732,7320001,3.902467,73.441783,Indian,Maldive Islands,Sheltered Reef Slope,2017,2019,5/1/2017,5/1/2019,3,5,2681.53,Sheltered,0.09,103,8,NA,0,0.714448108,NA,NA,NA,NA,Exp_NLS,0.00739726,0.3,0.045210297,0,0,0,0,0,0.014,0,31.318,0,0.168,0,-0.086,0,0,NA,NA,NA,NA,0.093390192,NA,NA,96.15769196,32.01,0.89,0.3,3.75,0.793,Maldives,Montefalcone et al. 2020
735,7350001,3.917,72.9333,Indian,Maldive Islands,Sheltered Reef Slope,2017,2019,5/1/2017,5/1/2019,2,5,4970.33,Sheltered,0.1,7,7,NA,0,0.440331777,NA,NA,NA,NA,Exp_Equation,0,0,0,0,0,0,0,0,0.014,0,31.353,0,0.099,0,-0.094,0,0,NA,NA,NA,NA,0.093390192,NA,NA,126861.5078,32.43,0.83,3.71,1.93,0.578,Maldives,Montefalcone et al. 2020
744,7440001,4.05445,72.957083,Indian,Maldive Islands,Reef Slope,2017,2019,5/1/2017,5/1/2019,2,5,2079.07,Sheltered,0.08,6,50.3,NA,0,0.019122789,NA,NA,NA,NA,Exp_Equation,0.003287671,0.15,0.021977342,0,0,0,0,0,0.013,0,31.377,0,0.253,0,-0.07,0,0,NA,NA,NA,NA,0.093390192,NA,NA,44.16294479,32.02,0.88,5.56,0.86,0.317,Maldives,Montefalcone et al. 2020
745,7450001,4.059133,72.9422,Indian,Maldive Islands,Reef Slope,2017,2019,5/1/2017,5/1/2019,2,5,1227.26,Sheltered,0.08,5,35,NA,0,0.235869118,NA,NA,NA,NA,Exp_Equation,0.003287671,0.15,0.021977342,0,0,0,0,0,0.013,0,31.377,0,0.253,0,-0.07,0,0,NA,NA,NA,NA,0.093390192,NA,NA,44.16294479,32.55,0.87,3.96,0.86,0.317,Maldives,Montefalcone et al. 2020
746,7460001,4.1226,73.42305,Indian,Maldive Islands,Reef Slope,2017,2019,5/1/2017,5/1/2019,2,5,1365.2,Sometimes,0.09,160,22,NA,0,0.375092407,NA,NA,NA,NA,Exp_Equation,0.003452055,0.14,0.021725966,0,0,0,0,0,0.013,0,31.34,0,0.296,0,-0.071,0,0,NA,NA,NA,NA,0.093390192,NA,NA,149.624176,31.61,0.84,5.52,2.27,0.567,Maldives,Montefalcone et al. 2020
748,7480001,4.233867,73.532417,Indian,Maldive Islands,Reef Slope,2018,2019,5/1/2018,5/1/2019,2,5,800.75,Sheltered,0.08,120,12,NA,0,0.415669278,NA,NA,NA,NA,Exp_Equation,0.036986301,0.75,0.15877004,0,0,0,0,0,0.013,0,31.34,0,0.296,0,-0.071,0,0,NA,NA,NA,NA,0.06038048,NA,NA,2858.730713,31.78,0.84,8.58,2.78,0.567,Maldives,Montefalcone et al. 2020
750,7500001,12.107964,291.707603,Atlantic,South Caribbean & Netherlands Antilles,Sheltered Reef Slope,2009,2017,3/2/2009,3/7/2017,5,10.15,119.15,,0.04,43,32.425,19.1,0.025641026,0.055011387,NA,NA,NA,NA,Exp_NLS,1.011510079,16.56,2.498529501,4,1,0,0,4,0.008,0,29.46,0,0.097,0,-0.794,0,0,NA,NA,NA,NA,0.250486103,NA,NA,26.0454216,30.2,1.18,0.58,0.43,0.014,Netherlands Antilles,Steneck et al. 2019
751,7510001,12.116489,291.704828,Atlantic,South Caribbean & Netherlands Antilles,Sheltered Reef Slope,2004,2005,7/12/2004,3/8/2005,2,9.5125,110.41,,0.04,43,34.33333333,4.6,0,0.5877459,NA,NA,NA,NA,Exp_Equation,1.624351464,4.62,1.973195457,1,0,0,0,1,0.008,0,29.46,0,0.097,0,-0.794,0,0,NA,NA,NA,NA,0.155341183,NA,NA,26.0454216,30.2,1.18,1.14,0.43,0.014,Netherlands Antilles,Steneck et al. 2019
751,7510002,12.116489,291.704828,Atlantic,South Caribbean & Netherlands Antilles,Sheltered Reef Slope,2015,2017,3/10/2015,3/7/2017,2,9.1375,110.41,,0.04,43,37.55,12.2,0.022222222,0.072827013,NA,NA,NA,NA,Exp_Equation,0.724038462,4.46,1.307239143,1,0,0,0,1,0.008,0,29.46,0,0.097,0,-0.794,0,0,NA,NA,NA,NA,0.300219338,NA,NA,26.0454216,30.2,1.18,1.14,0.43,0.014,Netherlands Antilles,Steneck et al. 2019
752,7520001,12.123811,291.710247,Atlantic,South Caribbean & Netherlands Antilles,Sheltered Reef Slope,2004,2005,7/11/2004,3/7/2005,2,9.1,104.09,,0.04,43,30.115,8.5,0,0.591885772,NA,NA,NA,NA,Exp_Equation,1.624351464,4.62,1.973195457,1,0,0,0,1,0.008,0,29.46,0,0.097,0,-0.794,0,0,NA,NA,NA,NA,0.155363224,NA,NA,1008.678528,30.14,1.18,0.43,0.43,0.014,Netherlands Antilles,Steneck et al. 2019
752,7520002,12.123811,291.710247,Atlantic,South Caribbean & Netherlands Antilles,Sheltered Reef Slope,2011,2013,2/28/2011,3/4/2013,2,10.05,104.09,,0.04,43,33.05,43,0.024390244,0.061953508,NA,NA,NA,NA,Exp_Equation,0.965319728,4.26,1.480734822,2,0,0,0,2,0.008,0,29.46,0,0.097,0,-0.794,0,0,NA,NA,NA,NA,0.26977088,NA,NA,1008.678528,30.14,1.18,0.43,0.43,0.014,Netherlands Antilles,Steneck et al. 2019
752,7520003,12.123811,291.710247,Atlantic,South Caribbean & Netherlands Antilles,Sheltered Reef Slope,2015,2017,3/9/2015,3/6/2017,2,9.7,104.09,,0.04,43,27.025,22,0.022222222,0.244839165,NA,NA,NA,NA,Exp_Equation,0.724038462,4.46,1.307239143,1,0,0,0,1,0.008,0,29.46,0,0.097,0,-0.794,0,0,NA,NA,NA,NA,0.300246778,NA,NA,1008.678528,30.14,1.18,0.43,0.43,0.014,Netherlands Antilles,Steneck et al. 2019
753,7530001,12.129458,291.713781,Atlantic,South Caribbean & Netherlands Antilles,Sheltered Reef Slope,2011,2017,2/26/2011,3/5/2017,5,10.295,73.29,,0.04,43,22.8,26,0.024390244,0.075146952,37.80063667,0.460993754,2.54256001,22.8,Gompertz_NLS,0.6326603,4.46,1.224202204,3,0,0,0,3,0.008,0,29.46,0,0.097,0,-0.794,0,0,NA,NA,NA,NA,0.269827859,NA,NA,1184.226196,30.14,1.18,0.43,0.43,0.014,Netherlands Antilles,Steneck et al. 2019
754,7540001,12.139692,291.723122,Atlantic,South Caribbean & Netherlands Antilles,Sheltered Reef Slope,2009,2011,3/4/2009,2/27/2011,2,10.4,73.54,,0.04,43,31.75,23.9,0.025641026,0.137108335,NA,NA,NA,NA,Exp_Equation,2.164786207,16.56,4.348262035,1,1,0,0,1,0.008,0,29.46,0,0.097,0,-0.794,0,0,NA,NA,NA,NA,0.250428816,NA,NA,1184.226196,30.2275,1.1875,0.03,0.43,0.014,Netherlands Antilles,Steneck et al. 2019
754,7540002,12.139692,291.723122,Atlantic,South Caribbean & Netherlands Antilles,Sheltered Reef Slope,2013,2017,3/3/2013,3/5/2017,3,10.325,73.54,,0.04,43,17.35,30.5,0.023255814,0.349546869,NA,NA,NA,NA,Exp_Equation,0.465967191,4.46,1.033746459,1,0,0,0,1,0.008,0,29.46,0,0.097,0,-0.794,0,0,NA,NA,NA,NA,0.321901029,NA,NA,1184.226196,30.2275,1.1875,0.03,0.43,0.014,Netherlands Antilles,Steneck et al. 2019
755,7550001,12.148475,291.671792,Atlantic,South Caribbean & Netherlands Antilles,Sheltered Reef Slope,2004,2007,7/17/2004,3/14/2007,3,9.2,82.09,,0.04,69,50.575,3.2,0,0.167408055,NA,NA,NA,NA,Exp_Equation,1.262690722,6.45,1.871225179,2,0,0,0,2,0.008,0,29.46,0,0.097,0,-0.794,0,0,NA,NA,NA,NA,0.155231075,NA,NA,523.6022949,30.32,1.2,0.88,0.06,0.014,Netherlands Antilles,Steneck et al. 2019
755,7550002,12.148475,291.671792,Atlantic,South Caribbean & Netherlands Antilles,Sheltered Reef Slope,2011,2017,3/2/2011,3/8/2017,4,9.5875,82.09,,0.04,69,45.4,16.4,0.024390244,0.04231891,NA,NA,NA,NA,Exp_NLS,0.603048226,4.45,1.163259389,1,0,0,0,1,0.008,0,29.46,0,0.097,0,-0.794,0,0,NA,NA,NA,NA,0.269713924,NA,NA,523.6022949,30.32,1.2,0.88,0.06,0.014,Netherlands Antilles,Steneck et al. 2019
756,7560001,12.165447,291.712394,Atlantic,South Caribbean & Netherlands Antilles,Sheltered Reef Slope,2004,2009,7/14/2004,3/4/2009,4,9.258333333,55.17,,0.04,501,34.575,3,0,0.237476391,44.36,4.406151061,0.417681809,34.575,Gompertz_NLS,1.161168831,7.75,2.058947954,3,0,1,46.3,4,0.008,0,29.46,0,0.097,0,-0.794,0,46.3,NA,NA,NA,NA,0.155297121,NA,NA,1184.226196,30.35,1.21,0.45,0.43,0.014,Netherlands Antilles,Steneck et al. 2019
756,7560002,12.165447,291.712394,Atlantic,South Caribbean & Netherlands Antilles,Sheltered Reef Slope,2011,2013,3/1/2011,3/5/2013,2,9.4375,55.17,,0.04,501,36.46666667,30.8,0.024390244,0.141541816,NA,NA,NA,NA,Exp_Equation,1.070707483,4.73,1.601044802,2,0,0,0,2,0.008,0,29.46,0,0.097,0,-0.794,0,0,NA,NA,NA,NA,0.269742399,NA,NA,1184.226196,30.35,1.21,0.45,0.43,0.014,Netherlands Antilles,Steneck et al. 2019
756,7560003,12.165447,291.712394,Atlantic,South Caribbean & Netherlands Antilles,Sheltered Reef Slope,2015,2017,3/9/2015,3/6/2017,2,9.6625,55.17,,0.04,501,39.25,10,0.022222222,0.103437337,NA,NA,NA,NA,Exp_Equation,0.774285714,4.98,1.390904839,1,0,0,0,1,0.008,0,29.46,0,0.097,0,-0.794,0,0,NA,NA,NA,NA,0.300246778,NA,NA,1184.226196,30.35,1.21,0.45,0.43,0.014,Netherlands Antilles,Steneck et al. 2019
757,7570001,12.191861,291.701161,Atlantic,South Caribbean & Netherlands Antilles,Sheltered Reef Slope,2005,2009,3/12/2005,3/5/2009,3,9.35,70.3,,0.04,501,39.775,6.5,0,0.053827158,NA,NA,NA,NA,Exp_NLS,1.081237964,7.75,2.057208663,2,0,1,46.3,3,0.008,0,29.46,0,0.097,0,-0.794,0,46.3,NA,NA,NA,NA,0.200219419,NA,NA,327.596283,30.35,1.21,0.07,0.43,0.014,Netherlands Antilles,Steneck et al. 2019
757,7570002,12.191861,291.701161,Atlantic,South Caribbean & Netherlands Antilles,Sheltered Reef Slope,2013,2015,3/6/2013,3/11/2015,2,9.5625,70.3,,0.04,501,30.275,8.8,0.023255814,0.14082295,NA,NA,NA,NA,Exp_Equation,0.231278912,2.02,0.607931677,0,0,0,0,0,0.008,0,29.46,0,0.097,0,-0.794,0,0,NA,NA,NA,NA,0.321806426,NA,NA,327.596283,30.35,1.21,0.07,0.43,0.014,Netherlands Antilles,Steneck et al. 2019
758,7580001,12.192928,291.700278,Atlantic,South Caribbean & Netherlands Antilles,Sheltered Reef Slope,2015,2017,3/9/2015,3/6/2017,2,10.25,72.65,,0.04,501,30,25.6,0.022222222,0.216383232,NA,NA,NA,NA,Exp_Equation,0.774285714,4.98,1.390904839,1,0,0,0,1,0.008,0,29.46,0,0.097,0,-0.794,0,0,NA,NA,NA,NA,0.300246778,NA,NA,327.596283,30.35,1.21,0.07,0.43,0.014,Netherlands Antilles,Steneck et al. 2019
759,7590001,12.218764,291.647486,Atlantic,South Caribbean & Netherlands Antilles,Sheltered Reef Slope,2004,2005,7/16/2004,3/9/2005,2,9.25,71.33,,0.04,69,42.55,9.6,0,0.151411773,NA,NA,NA,NA,Exp_Equation,1.651016949,4.64,1.984873602,1,0,0,0,1,0.008,0,29.46,0,0.097,0,-0.794,0,0,NA,NA,NA,NA,0.103502056,NA,NA,1146.256836,30.354,1.188,0.25,0.09,0.014,Netherlands Antilles,Steneck et al. 2019
759,7590002,12.218764,291.647486,Atlantic,South Caribbean & Netherlands Antilles,Sheltered Reef Slope,2011,2017,3/3/2011,3/9/2017,4,8.65,71.33,,0.04,69,38.75,26.4,0.024390244,0.080055603,NA,NA,NA,NA,Exp_NLS,0.535286624,4.35,1.058230927,1,0,0,0,1,0.008,0,29.46,0,0.097,0,-0.794,0,0,NA,NA,NA,NA,0.231158961,NA,NA,1146.256836,30.354,1.188,0.25,0.09,0.014,Netherlands Antilles,Steneck et al. 2019
760,7600001,12.219808,291.626742,Atlantic,South Caribbean & Netherlands Antilles,Sheltered Reef Slope,2013,2017,3/7/2013,3/9/2017,3,10.03333333,93.89,,0.04,69,45.25,21.7,0.023255814,0.047567756,NA,NA,NA,NA,Exp_Equation,0.399302802,4.35,0.940537687,1,0,0,0,1,0.008,0,29.46,0,0.097,0,-0.794,0,0,NA,NA,NA,NA,0.214516603,NA,NA,1146.256836,30.49,1.18,0.19,0.09,0.014,Netherlands Antilles,Steneck et al. 2019
761,7610001,18.714442,272.297447,Atlantic,Belize & West Caribbean,Plateau,1998,1999,11/27/1998,11/27/1999,2,15,477.55,,0.03,20,25.46,10.71,0.035714286,0.148628496,NA,NA,NA,NA,Exp_Equation,0.16630137,2.27,0.477298104,0,0,0,0,0,-0.004,0,29.705,0,-0.057,0,-0.978,0,0,NA,NA,NA,NA,0.073073073,NA,NA,4.729088306,31.45,1.2,5.58,0.12,3.165,Mexico,Arias-Gonzalez et al. 2017
761,7610002,18.714442,272.297447,Atlantic,Belize & West Caribbean,Plateau,2000,2001,11/27/2000,11/27/2001,2,15,477.55,,0.03,20,20.32,29.23,0.066666667,0.207639365,NA,NA,NA,NA,Exp_Equation,0,0,0,0,0,0,0,0,-0.004,0,29.705,0,-0.057,0,-0.978,0,0,NA,NA,NA,NA,0.063744324,NA,NA,4.729088306,31.45,1.2,5.58,0.12,3.165,Mexico,Arias-Gonzalez et al. 2017
761,7610003,18.714442,272.297447,Atlantic,Belize & West Caribbean,Plateau,2007,2008,11/27/2007,11/27/2008,2,15,477.55,,0.03,20,7.59,41.23,0.081081081,0.400764269,NA,NA,NA,NA,Exp_Equation,0.272978142,1.22,0.48417492,0,0,0,0,0,-0.004,0,29.705,0,-0.057,0,-0.978,0,0,NA,NA,NA,NA,0.04407148,NA,NA,4.729088306,31.45,1.2,5.58,0.12,3.165,Mexico,Arias-Gonzalez et al. 2017
762,7620001,20.445964,273.00348,Atlantic,Belize & West Caribbean,Deep Lagoon,2005,2007,8/27/2005,8/27/2007,3,NA,NA,,0.03,135,11.53,NA,0.085714286,0.200380441,NA,NA,NA,NA,Exp_Equation,0.278356164,2.11,0.644274166,0,0,1,57.10333333,1,0.002,0,29.674,0,-0.06,0,-1.098,0,66.87777778,NA,NA,NA,NA,0,NA,NA,103.5710754,NA,NA,3.24,0.08,0.371,Mexico,Gonzalez-Barrios et al. 2020
762,7620002,20.445964,273.00348,Atlantic,Belize & West Caribbean,Deep Lagoon,2009,2010,8/27/2009,8/27/2010,2,NA,NA,,0.03,135,5.83,NA,0.102564103,0.79337007,NA,NA,NA,NA,Exp_Equation,0.234931507,0.89,0.35630785,0,0,0,0,0,0.002,0,29.674,0,-0.06,0,-1.098,0,0,NA,NA,NA,NA,0,NA,NA,103.5710754,NA,NA,3.24,0.08,0.371,Mexico,Gonzalez-Barrios et al. 2020
762,7620003,20.445964,273.00348,Atlantic,Belize & West Caribbean,Deep Lagoon,2011,2015,8/27/2011,8/27/2015,2,NA,NA,,0.03,135,10.28,NA,0.097560976,0.171310141,NA,NA,NA,NA,Exp_Equation,0.142778919,1.46,0.368568238,0,0,0,0,0,0.002,0,29.674,0,-0.06,0,-1.098,0,0,NA,NA,NA,NA,0,NA,NA,103.5710754,NA,NA,3.24,0.08,0.371,Mexico,Gonzalez-Barrios et al. 2020
